,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,date_posted,days_listed
17937,12950.0,2008,chevrolet silverado 1500,like new,8,gas,142446.0,automatic,pickup,red,2018-07-24,31
17938,8950.0,2012,honda cr-v,like new,4,gas,153840.0,automatic,SUV,grey,2018-12-02,100
17939,4000.0,2002,gmc sierra,good,8,gas,178500.0,automatic,pickup,white,2019-04-04,1
17940,18950.0,2015,jeep wrangler,like new,6,gas,78754.0,manual,SUV,white,2019-02-20,29
17941,4995.0,2008,toyota prius,excellent,4,gas,84000.0,automatic,hatchback,white,2019-03-23,11
17942,19000.0,2011,toyota 4runner,excellent,6,gas,106000.0,automatic,SUV,black,2019-04-12,36
17943,10495.0,2014,ford escape,excellent,4,gas,75605.0,automatic,SUV,grey,2018-10-21,13
17944,9995.0,2012,toyota camry,excellent,4,gas,106177.0,automatic,sedan,red,2018-06-20,68
17945,6495.0,2015,hyundai elantra,excellent,4,gas,136265.0,automatic,sedan,white,2018-10-21,26
17946,8995.0,2015,volkswagen jetta,excellent,4,diesel,93091.0,automatic,sedan,black,2018-06-08,13
17947,11995.0,2016,ford edge,excellent,4,gas,109600.0,automatic,SUV,white,2018-09-13,96
17948,11495.0,2014,toyota sienna,excellent,6,gas,103357.0,automatic,mini-van,black,2018-08-27,57
17949,2750.0,2008,honda civic,good,4,gas,191000.0,automatic,coupe,black,2018-07-19,15
17950,14995.0,2016,nissan rogue,excellent,4,gas,24432.0,automatic,SUV,silver,2019-01-07,25
17951,2500.0,2002,jeep grand cherokee,good,6,gas,118614.0,automatic,SUV,grey,2018-10-06,49
17952,4000.0,2003,jeep liberty,excellent,6,gas,138000.0,automatic,SUV,silver,2019-04-18,32
17953,20950.0,2016,ram 1500,excellent,6,diesel,113828.0,automatic,truck,white,2019-01-22,29
17954,21950.0,2011,ford f250,excellent,8,diesel,106274.11,automatic,truck,white,2018-05-17,10
17955,24950.0,2012,ford f250,excellent,8,diesel,194092.0,automatic,truck,white,2018-11-16,36
17956,500.0,2005,chevrolet malibu,good,6,gas,227285.0,automatic,sedan,silver,2018-10-26,34
17957,11500.0,2016,dodge grand caravan,like new,6,gas,37400.0,automatic,mini-van,black,2018-06-03,4
17958,35600.0,2018,chevrolet silverado 1500 crew,good,8,gas,4633.0,other,pickup,white,2018-05-18,9
17959,13995.0,2013,toyota rav4,excellent,4,gas,78677.0,automatic,SUV,black,2018-07-12,43
17960,14995.0,2016,toyota camry,excellent,4,gas,36015.0,automatic,sedan,black,2019-03-24,16
17961,21995.0,2015,ford f150,excellent,6,gas,100580.0,automatic,pickup,white,2018-10-16,162
17962,15950.0,2006,ford f250,excellent,6,diesel,162084.0,automatic,truck,grey,2018-11-07,11
17963,22950.0,2010,ford f150,excellent,8,gas,158688.0,automatic,truck,black,2018-09-16,17
17964,54000.0,2017,ford f250 super duty,like new,8,diesel,44000.0,automatic,pickup,white,2018-12-08,36
17965,6800.0,2007,toyota tundra,good,8,gas,218000.0,automatic,truck,red,2018-10-13,29
17966,8500.0,2010,jeep wrangler,good,6,gas,214000.0,manual,SUV,black,2018-08-18,38
17967,3495.0,2005,volkswagen jetta,excellent,4,gas,126132.0,automatic,sedan,silver,2018-09-14,72
17968,13495.0,2011,jeep wrangler,excellent,6,gas,106274.11,automatic,SUV,red,2019-01-15,39
17969,6995.0,2011,chevrolet equinox,excellent,4,gas,106274.11,automatic,SUV,brown,2018-06-17,18
17970,7995.0,2012,ford escape,excellent,6,gas,81676.0,automatic,SUV,blue,2019-01-05,90
17971,5995.0,2003,gmc yukon,excellent,8,gas,125910.0,automatic,SUV,white,2019-01-19,22
17972,7995.0,2007,honda cr-v,excellent,4,gas,136716.0,automatic,SUV,silver,2018-05-11,18
17973,11995.0,2014,nissan rogue,excellent,4,gas,106274.11,automatic,SUV,white,2019-03-15,31
17974,9500.0,2007,gmc sierra,excellent,6,gas,168000.0,automatic,truck,black,2018-06-20,23
17975,9495.0,2010,honda odyssey,excellent,6,gas,106274.11,automatic,mini-van,silver,2018-09-19,55
17976,17800.0,2014,chevrolet camaro lt coupe 2d,good,6,gas,35896.0,automatic,coupe,silver,2018-08-15,84
17977,25000.0,2006,ford mustang,like new,8,gas,26000.0,manual,sedan,red,2018-11-01,58
17978,11800.0,2017,hyundai elantra,excellent,4,gas,50000.0,automatic,hatchback,blue,2018-09-16,14
17979,5995.0,2009,toyota camry,excellent,4,gas,130000.0,automatic,sedan,silver,2019-04-14,66
17980,11995.0,2002,jeep wrangler,excellent,6,gas,106274.11,manual,SUV,red,2018-06-09,74
17981,22999.0,2008,ram 2500,good,6,diesel,166315.0,automatic,truck,white,2019-01-11,25
17982,13995.0,2004,jeep wrangler,excellent,6,gas,75000.0,manual,SUV,silver,2019-01-15,31
17983,4800.0,2014,ford focus se,like new,4,gas,62424.0,automatic,hatchback,grey,2018-08-05,24
17984,13750.0,2012,toyota camry,excellent,4,gas,40000.0,automatic,sedan,silver,2018-11-10,19
17985,28999.0,2011,ram 2500,good,6,diesel,182562.0,automatic,truck,blue,2018-12-26,29
17986,16695.0,2011,chevrolet silverado 1500,excellent,8,gas,65795.0,automatic,pickup,white,2018-12-05,4
17987,2400.0,2004,honda accord,good,6,gas,275800.0,automatic,coupe,black,2019-01-31,36
17988,2400.0,2003,volkswagen jetta,good,4,gas,190400.0,automatic,sedan,silver,2018-06-26,35
17989,6800.0,2012,ford fusion,good,4,gas,82000.0,automatic,sedan,black,2019-02-02,27
17990,5500.0,2010,jeep grand cherokee,excellent,6,gas,173000.0,automatic,SUV,black,2018-07-11,22
17991,6400.0,2011,chevrolet malibu,excellent,6,gas,114000.0,automatic,sedan,custom,2018-05-17,18
17992,1500.0,2004,volkswagen passat,fair,4,gas,130000.0,manual,sedan,green,2018-10-03,119
17993,9450.0,2011,toyota sienna,excellent,6,gas,155144.0,automatic,mini-van,silver,2018-06-27,33
17994,3500.0,2004,ford explorer,excellent,8,gas,106274.11,automatic,SUV,white,2019-02-07,39
17995,4000.0,1998,toyota rav4,good,4,gas,130043.055,automatic,SUV,black,2019-04-08,55
17996,34500.0,2015,ford f350 super duty,excellent,8,diesel,129000.0,automatic,truck,grey,2018-12-31,45
17997,5995.0,2000,ford f-150,excellent,8,gas,138297.0,automatic,truck,green,2018-11-27,51
17998,2995.0,2002,toyota camry le,like new,4,gas,213865.0,automatic,sedan,silver,2018-07-02,19
17999,3495.0,2006,jeep grand cherokee laredo,like new,6,gas,157065.0,automatic,SUV,red,2018-09-05,26
18000,22499.0,2017,buick enclave,excellent,6,gas,18742.0,automatic,SUV,silver,2018-07-14,51
18001,21995.0,2018,chevrolet equinox,excellent,4,gas,106274.11,automatic,SUV,white,2018-07-16,7
18002,11000.0,2011,ram 1500,excellent,8,gas,136172.0,automatic,truck,grey,2018-07-30,59
18003,9985.0,2012,buick enclave,excellent,6,gas,106274.11,automatic,SUV,white,2018-09-11,23
18004,2995.0,2007,ford focus,excellent,4,gas,143526.0,automatic,sedan,grey,2018-05-24,39
18005,14995.0,2015,ford taurus,excellent,6,gas,103273.0,automatic,sedan,silver,2018-08-06,86
18006,11600.0,2010,ford f-150,excellent,8,gas,106274.11,automatic,truck,silver,2018-05-28,40
18007,20995.0,2014,chevrolet silverado 1500,excellent,8,gas,113703.0,automatic,truck,white,2018-07-22,71
18008,2495.0,2006,ford f150,good,8,gas,130043.055,automatic,pickup,white,2018-07-23,44
18009,5995.0,2008,ford escape,excellent,6,gas,120012.0,automatic,SUV,white,2019-02-18,51
18010,9995.0,2012,toyota camry,excellent,4,gas,90948.0,automatic,sedan,silver,2018-12-19,18
18011,4995.0,2009,nissan altima,good,4,gas,115676.0,automatic,sedan,grey,2018-11-11,71
18012,9995.0,2014,honda civic,good,4,gas,96397.0,automatic,sedan,black,2018-11-21,9
18013,5995.0,2013,ford focus,good,4,gas,130043.055,automatic,sedan,red,2018-07-17,71
18014,9995.0,2007,cadillac escalade,excellent,8,gas,132310.0,automatic,SUV,black,2019-03-12,23
18015,7995.0,2008,ram 1500,good,8,gas,132346.0,automatic,truck,white,2019-04-14,31
18016,11995.0,2011,ram 1500,good,8,gas,116861.0,automatic,truck,white,2019-04-08,22
18017,7995.0,2011,ford fusion,good,6,gas,88105.0,automatic,sedan,black,2019-03-27,51
18018,9925.0,2011,chevrolet silverado 1500,excellent,6,gas,112909.0,automatic,truck,blue,2018-07-19,79
18019,3995.0,2008,ford fusion,good,4,gas,169891.0,automatic,sedan,black,2018-12-06,12
18020,5495.0,2010,ford edge,good,6,gas,168210.0,automatic,SUV,white,2019-02-13,19
18021,4995.0,2005,ford f-150,good,8,gas,138760.0,automatic,truck,red,2018-11-03,19
18022,5995.0,2005,chrysler 300,good,6,gas,130043.055,automatic,sedan,custom,2018-05-28,10
18023,3995.0,2006,ford fusion,good,4,gas,107990.0,automatic,sedan,red,2019-03-21,14
18024,12295.0,2017,chevrolet cruze,good,4,gas,130043.055,automatic,hatchback,silver,2019-01-19,102
18025,4995.0,2009,ford escape,good,4,gas,100612.0,automatic,SUV,grey,2018-10-01,69
18026,26900.0,2014,ford f-250 sd,good,8,diesel,146920.0,automatic,truck,white,2018-10-15,117
18027,2750.0,1999,nissan maxima,good,6,gas,115000.0,automatic,sedan,brown,2019-01-05,43
18028,18299.0,2015,chevrolet silverado 1500,excellent,6,gas,106274.11,automatic,pickup,silver,2019-04-04,47
18029,20900.0,2012,chevrolet silverado 2500hd,good,8,diesel,187375.0,automatic,truck,black,2018-11-27,17
18030,23500.0,2012,ford f-250 sd,good,8,gas,104850.0,automatic,truck,black,2019-03-15,14
18031,9900.0,2014,jeep grand cherokee,good,6,gas,183981.0,automatic,SUV,grey,2019-01-25,35
18032,3100.0,2006,chevrolet silverado 2500hd,good,8,gas,130043.055,automatic,pickup,white,2019-01-28,19
18033,4900.0,2013,nissan versa,fair,4,gas,98185.0,automatic,sedan,silver,2018-10-13,39
18034,16000.0,2012,ford f-150,good,6,gas,105000.0,automatic,truck,red,2019-03-15,25
18035,11900.0,2014,chrysler town & country,good,6,gas,130043.055,automatic,mini-van,black,2018-10-06,81
18036,4990.0,1998,ram 1500,excellent,8,gas,164405.0,automatic,truck,white,2019-03-25,53
18037,8500.0,2010,ford f-150,good,8,gas,189000.0,automatic,truck,white,2018-11-22,19
18038,15500.0,2016,honda civic,like new,4,gas,46000.0,automatic,coupe,grey,2018-10-16,59
18039,1999.0,2005,chrysler town & country,good,6,gas,168271.0,automatic,mini-van,blue,2019-01-28,50
18040,795.0,2014,toyota camry,good,4,gas,145179.0,automatic,sedan,silver,2018-12-31,6
18041,2495.0,2010,ford fusion se,like new,4,gas,186348.0,automatic,sedan,black,2019-03-07,54
18042,11990.0,2015,chrysler 300,excellent,6,gas,106274.11,automatic,sedan,white,2018-10-22,5
18043,11990.0,2016,chrysler town & country,excellent,6,gas,100300.0,automatic,mini-van,silver,2018-07-17,116
18044,14993.0,2004,chevrolet silverado 2500hd,like new,8,gas,47023.0,automatic,pickup,green,2018-11-04,5
18045,2493.0,1999,ram 1500,good,8,gas,192869.0,automatic,pickup,red,2018-06-19,55
18046,1500.0,2006,nissan maxima,fair,6,gas,148000.0,automatic,sedan,white,2019-04-10,28
18047,4500.0,2012,chrysler 200,good,4,gas,85000.0,automatic,sedan,grey,2019-04-01,32
18048,14000.0,2011,chevrolet camaro,excellent,6,gas,52300.0,automatic,coupe,red,2019-02-23,12
18049,4000.0,2004,jeep grand cherokee laredo,excellent,6,gas,164500.0,automatic,SUV,black,2019-03-23,32
18050,23000.0,2014,ford f150 supercrew cab xlt,good,6,gas,77994.0,other,pickup,white,2018-08-26,24
18051,9995.0,2009,honda pilot,excellent,6,gas,106274.11,automatic,SUV,black,2018-10-05,21
18052,2995.0,2005,toyota corolla,excellent,4,gas,199000.0,automatic,sedan,silver,2018-09-03,16
18053,4995.0,2007,jeep grand cherokee,excellent,6,gas,173782.0,automatic,SUV,black,2019-01-12,10
18054,8495.0,2009,honda pilot,excellent,6,gas,121107.0,automatic,SUV,silver,2019-02-14,8
18055,7995.0,2011,toyota rav4,excellent,4,gas,118598.0,automatic,SUV,white,2018-07-28,74
18056,6995.0,2007,toyota rav4,excellent,4,gas,150000.0,automatic,SUV,black,2018-05-08,47
18057,7900.0,2013,honda accord,excellent,4,gas,151087.0,automatic,sedan,grey,2018-11-02,51
18058,4300.0,2011,ford fusion,good,4,hybrid,4300.0,automatic,sedan,green,2019-03-09,19
18059,5895.0,2014,chevrolet malibu,excellent,4,gas,103000.0,automatic,sedan,black,2018-06-17,19
18060,5000.0,2009,honda civic lx,excellent,4,gas,96229.0,automatic,sedan,grey,2018-12-13,11
18061,10500.0,2000,ford f-250 super duty,good,8,diesel,130043.055,automatic,truck,brown,2018-06-01,56
18062,22499.0,2006,ram 2500,good,6,diesel,142530.0,automatic,truck,white,2019-03-18,56
18063,24500.0,2017,ford f150 supercrew cab xlt,good,6,gas,130043.055,automatic,pickup,silver,2018-05-20,53
18064,5995.0,1999,ford f350 super duty,good,8,diesel,245947.0,automatic,truck,white,2019-01-07,69
18065,35600.0,2018,chevrolet silverado 1500 crew,good,8,gas,6915.0,automatic,pickup,white,2018-08-26,32
18066,2995.0,2002,toyota camry le,like new,4,gas,78822.49,automatic,sedan,silver,2018-07-22,109
18067,1099.0,2001,acura tl,fair,6,gas,226000.0,automatic,sedan,grey,2019-03-06,28
18068,2800.0,2004,hyundai santa fe,good,6,gas,104266.0,automatic,SUV,silver,2019-01-12,64
18069,6100.0,2009,nissan rogue,excellent,4,gas,93500.0,automatic,SUV,blue,2018-07-09,19
18070,5600.0,2001,ram 2500,good,8,gas,196200.0,automatic,pickup,white,2018-11-08,91
18071,3500.0,1987,ford f-150,good,8,diesel,128000.0,automatic,truck,brown,2019-01-29,36
18072,9700.0,2011,nissan maxima,excellent,6,gas,91708.0,automatic,sedan,white,2018-08-17,31
18073,12500.0,2007,cadillac escalade,excellent,8,gas,120000.0,automatic,SUV,black,2018-07-24,43
18074,1200.0,2001,ram 1500,fair,8,gas,229099.0,automatic,truck,white,2019-01-10,50
18075,34950.0,2016,ford f350 super duty,excellent,8,diesel,106274.11,automatic,truck,white,2018-05-27,33
18076,26950.0,2008,ram 2500,excellent,6,diesel,106274.11,automatic,truck,white,2018-06-28,82
18077,25900.0,2016,ford f-150,excellent,6,gas,78257.0,automatic,truck,white,2019-01-24,38
18078,18999.0,2015,gmc sierra 1500,excellent,8,gas,101940.0,automatic,truck,brown,2018-07-16,37
18079,20500.0,2013,ram 1500,excellent,8,gas,75900.0,automatic,truck,grey,2018-06-09,23
18080,43950.0,2013,ford f350,excellent,8,diesel,59573.0,automatic,truck,white,2018-07-08,35
18081,13500.0,2013,chrysler 300,excellent,6,gas,65078.0,automatic,sedan,blue,2019-04-16,22
18082,11059.0,2015,ford escape,excellent,4,gas,78201.0,automatic,SUV,red,2018-10-24,21
18083,13500.0,1999,chevrolet corvette,excellent,8,gas,46847.0,automatic,convertible,red,2018-07-16,66
18084,9300.0,2018,nissan sentra,like new,4,gas,14536.0,automatic,sedan,blue,2019-02-27,21
18085,3495.0,2006,jeep grand cherokee laredo,like new,6,gas,157065.0,automatic,SUV,red,2018-12-18,17
18086,4500.0,2005,toyota prius,good,4,hybrid,130043.055,automatic,hatchback,white,2018-09-30,40
18087,10600.0,2016,toyota corolla,excellent,4,gas,69733.0,automatic,sedan,red,2018-11-09,23
18088,5995.0,2009,chevrolet silverado 1500,good,8,gas,213763.0,automatic,truck,white,2018-11-11,63
18089,4995.0,2006,chevrolet silverado 1500,good,8,gas,170039.0,automatic,truck,white,2018-09-12,87
18090,9988.0,2015,toyota corolla,good,4,gas,84433.0,automatic,sedan,grey,2018-09-02,6
18091,9988.0,2012,jeep grand cherokee,good,6,gas,170417.0,automatic,SUV,black,2018-08-29,35
18092,1500.0,2005,honda civic,good,4,gas,121000.0,automatic,sedan,black,2019-03-08,23
18093,3000.0,2006,honda accord,fair,6,gas,191931.0,automatic,sedan,grey,2019-03-31,23
18094,4988.0,2012,nissan altima,good,4,gas,164987.0,automatic,coupe,grey,2018-05-13,65
18095,14500.0,2000,ford f150,excellent,8,gas,106274.11,automatic,truck,white,2018-08-12,14
18096,2495.0,2007,honda odyssey,good,6,gas,108381.0,automatic,mini-van,white,2019-01-10,90
18097,10995.0,2012,jeep liberty,excellent,6,gas,106274.11,automatic,SUV,silver,2018-10-01,15
18098,13995.0,2014,subaru outback,excellent,6,gas,136931.0,automatic,wagon,white,2018-09-28,17
18099,20000.0,2006,ram 2500,excellent,6,diesel,146415.0,manual,pickup,grey,2018-06-19,49
18100,16995.0,2014,ford f-150,excellent,6,gas,159025.0,automatic,pickup,white,2019-04-02,40
18101,17995.0,2014,ram 1500,excellent,8,gas,111580.0,automatic,truck,white,2018-12-24,33
18102,25100.0,2014,ford f150 supercrew cab xlt,good,6,gas,53522.0,other,pickup,white,2018-07-14,114
18103,4300.0,2001,jeep cherokee,excellent,6,gas,165000.0,automatic,offroad,blue,2018-12-21,35
18104,4650.0,2003,ram 2500,excellent,6,diesel,215737.0,automatic,pickup,silver,2019-02-24,46
18105,3900.0,2011,ford focus se,good,4,gas,149875.0,automatic,sedan,silver,2018-12-14,39
18106,1500.0,1998,honda accord,fair,6,gas,182421.97,automatic,coupe,black,2018-09-21,13
18107,2200.0,2002,ford ranger,good,6,gas,209000.0,automatic,truck,silver,2019-04-01,9
18108,2400.0,2005,hyundai sonata,good,6,gas,146050.0,automatic,sedan,grey,2019-02-21,21
18109,4900.0,2008,nissan rogue,good,4,gas,131400.0,automatic,SUV,grey,2018-05-16,25
18110,7700.0,2013,nissan rogue,excellent,4,gas,80000.0,automatic,SUV,white,2019-02-05,20
18111,3000.0,2003,jeep liberty,good,6,gas,130043.055,automatic,SUV,silver,2018-11-16,51
18112,6500.0,2013,volkswagen passat,excellent,5,gas,106274.11,automatic,sedan,silver,2019-03-06,5
18113,16995.0,2014,ford f-150,excellent,6,gas,159025.0,automatic,pickup,white,2018-11-16,33
18114,2800.0,2004,hyundai santa fe,good,6,gas,104266.0,automatic,SUV,silver,2018-07-15,20
18115,2495.0,2007,honda odyssey,good,6,gas,108381.0,automatic,mini-van,grey,2018-05-04,34
18116,13495.0,2014,subaru outback,excellent,4,gas,117234.0,automatic,wagon,silver,2018-12-26,27
18117,2300.0,2007,ford focus se,good,4,gas,83000.0,automatic,sedan,grey,2019-03-01,16
18118,2995.0,2002,toyota camry le,like new,4,gas,181375.0,automatic,sedan,silver,2018-12-07,14
18119,2995.0,2002,toyota camry le,like new,4,gas,78822.49,automatic,sedan,silver,2018-09-06,35
18120,3995.0,2010,honda accord,like new,4,gas,190553.0,automatic,sedan,blue,2018-12-03,60
18121,6200.0,2013,nissan sentra,good,4,gas,109000.0,automatic,sedan,black,2018-10-06,19
18122,6500.0,2013,volkswagen passat,excellent,5,gas,124000.0,automatic,sedan,silver,2019-04-12,44
18123,4500.0,2012,chrysler 200,good,4,gas,85000.0,automatic,sedan,black,2018-12-07,31
18124,3995.0,2000,ford mustang,good,6,gas,126774.0,manual,coupe,custom,2018-05-10,122
18125,5995.0,2008,nissan versa,good,4,gas,99952.0,automatic,hatchback,silver,2018-05-27,54
18126,6495.0,2010,kia soul,good,4,gas,116143.0,automatic,wagon,green,2018-08-31,13
18127,14900.0,1997,ford f350,excellent,8,diesel,106274.11,automatic,truck,green,2018-09-10,37
18128,2800.0,2004,gmc sierra 1500,good,6,gas,175000.0,automatic,truck,white,2018-08-24,5
18129,33980.0,2014,chevrolet silverado 2500hd,excellent,8,diesel,91000.0,automatic,truck,red,2018-06-22,40
18130,16980.0,2008,jeep wrangler unlimited,excellent,6,gas,125000.0,automatic,SUV,custom,2018-12-09,34
18131,16980.0,2010,jeep wrangler unlimited,excellent,6,gas,125000.0,automatic,SUV,custom,2018-10-17,51
18132,11980.0,2015,ford fusion se,excellent,4,gas,53000.0,automatic,sedan,silver,2019-01-09,7
18133,8980.0,2016,dodge grand caravan,excellent,6,gas,106274.11,automatic,van,grey,2019-01-30,94
18134,24980.0,2015,jeep wrangler unlimited,excellent,6,gas,47000.0,automatic,SUV,red,2018-08-05,127
18135,2500.0,2000,toyota corolla,excellent,4,gas,188000.0,automatic,sedan,blue,2018-12-14,5
18136,31995.0,2016,toyota tundra,excellent,8,gas,69912.0,automatic,truck,black,2018-09-27,40
18137,14995.0,2017,subaru outback,excellent,4,gas,87836.0,automatic,wagon,blue,2018-07-04,40
18138,27400.0,2017,ford mustang gt coupe 2d,good,8,gas,130043.055,other,coupe,blue,2018-10-20,33
18139,22300.0,2016,chevrolet camaro lt coupe 2d,good,6,gas,31627.0,other,coupe,black,2019-01-14,5
18140,19500.0,2015,chevrolet suburban,excellent,8,gas,189000.0,automatic,SUV,black,2018-06-06,64
18141,11500.0,2018,honda civic,excellent,4,gas,106274.11,automatic,sedan,black,2018-12-13,23
18142,6950.0,2003,ram 1500,excellent,8,gas,172625.0,automatic,truck,custom,2019-04-10,64
18143,20950.0,2015,ford f150,excellent,6,gas,103597.0,automatic,truck,black,2018-05-25,32
18144,25950.0,2011,ford f250,excellent,8,diesel,167239.0,automatic,truck,black,2018-05-16,69
18145,16950.0,2010,ford f150,excellent,8,gas,117786.0,automatic,truck,white,2018-10-07,56
18146,500.0,2006,ford taurus,good,6,gas,114949.0,automatic,sedan,silver,2019-01-30,50
18147,24980.0,2016,gmc sierra 1500,excellent,8,gas,30000.0,automatic,truck,silver,2018-07-18,15
18148,12980.0,2018,kia soul,excellent,4,gas,27000.0,automatic,SUV,green,2019-04-13,45
18149,9000.0,2008,toyota prius,excellent,4,hybrid,82280.0,automatic,hatchback,silver,2018-05-11,126
18150,30500.0,2018,subaru outback,like new,6,gas,43000.0,automatic,SUV,blue,2019-04-01,32
18151,19700.0,2017,chevrolet camaro lt coupe 2d,good,6,gas,35807.0,other,coupe,black,2018-12-03,38
18152,7400.0,2015,chrysler 200,excellent,4,gas,82000.0,automatic,sedan,grey,2018-10-12,62
18153,16995.0,2017,subaru forester,excellent,4,gas,85261.0,automatic,SUV,silver,2019-03-31,8
18154,16500.0,2002,chevrolet corvette,like new,8,gas,49100.0,automatic,convertible,black,2019-01-27,60
18155,5750.0,2005,dodge dakota,excellent,8,gas,114000.0,automatic,pickup,silver,2018-06-24,45
18156,9999.0,2012,ford taurus,excellent,6,gas,106274.11,automatic,sedan,blue,2018-10-16,48
18157,10500.0,2013,ram 2500,good,8,gas,130043.055,automatic,truck,grey,2019-03-22,101
18158,5200.0,2001,ford f-250,good,8,diesel,278600.0,automatic,pickup,blue,2018-10-26,26
18159,4699.0,2010,toyota corolla,excellent,4,gas,106274.11,automatic,sedan,white,2018-12-14,18
18160,3595.0,2001,ford mustang,excellent,6,gas,138000.0,automatic,coupe,red,2018-08-27,40
18161,3000.0,2002,cadillac escalade,fair,8,gas,130000.0,automatic,SUV,black,2018-06-05,8
18162,2695.0,1999,chevrolet malibu,good,6,gas,141000.0,automatic,sedan,green,2019-01-28,62
18163,3900.0,2009,toyota corolla,excellent,4,gas,106274.11,automatic,sedan,grey,2018-10-27,17
18164,3500.0,2006,toyota prius,excellent,4,gas,208000.0,automatic,hatchback,silver,2019-03-23,60
18165,3695.0,2003,ford expedition,good,8,gas,185000.0,automatic,SUV,grey,2018-10-11,41
18166,2495.0,2000,ford explorer,excellent,6,gas,106274.11,automatic,SUV,black,2019-02-11,35
18167,2400.0,2004,chevrolet trailblazer,good,6,gas,190000.0,automatic,SUV,blue,2018-11-21,37
18168,2995.0,2000,subaru outback,good,4,gas,214000.0,automatic,wagon,green,2018-05-25,53
18169,2995.0,2000,ram 1500,good,8,gas,244000.0,automatic,pickup,white,2018-07-24,30
18170,25600.0,2017,ford mustang gt coupe 2d,good,8,gas,42957.0,other,coupe,black,2018-12-03,12
18171,18600.0,2012,ford mustang gt coupe 2d,good,8,gas,96562.0,other,coupe,black,2018-08-18,22
18172,2800.0,2009,ford escape,excellent,4,gas,168689.0,automatic,SUV,red,2018-06-05,10
18173,2395.0,2001,subaru outback,good,4,gas,295000.0,automatic,wagon,white,2019-01-11,21
18174,42500.0,2016,gmc sierra 1500,good,8,gas,54750.0,automatic,pickup,black,2019-01-24,22
18175,8000.0,1992,chevrolet corvette,good,8,gas,130043.055,automatic,coupe,purple,2018-11-28,47
18176,2995.0,2002,ford taurus,excellent,6,gas,154000.0,automatic,sedan,silver,2019-01-06,16
18177,2495.0,2005,ford focus,good,4,gas,56000.0,automatic,sedan,black,2018-06-25,27
18178,14995.0,2008,chevrolet silverado 1500,excellent,8,gas,93300.0,automatic,truck,grey,2018-12-20,15
18179,12995.0,2013,nissan rogue,excellent,4,gas,106274.11,automatic,wagon,black,2019-03-08,44
18180,15995.0,2013,honda cr-v,excellent,4,gas,60150.0,automatic,wagon,brown,2019-03-31,35
18181,8995.0,2006,chevrolet silverado 2500hd,excellent,8,gas,140610.0,automatic,truck,custom,2018-08-21,106
18182,8995.0,2014,chevrolet cruze,excellent,4,gas,90700.0,automatic,sedan,white,2019-04-16,16
18183,7995.0,2006,chevrolet silverado 1500,excellent,8,gas,155500.0,automatic,truck,custom,2019-03-08,57
18184,17900.0,2014,chevrolet silverado,excellent,6,gas,102195.0,automatic,pickup,white,2018-06-01,13
18185,18900.0,2007,toyota tundra,excellent,8,gas,95604.0,automatic,truck,blue,2019-03-24,24
18186,4800.0,2011,ford escape,good,6,gas,118388.0,automatic,SUV,silver,2018-07-04,42
18187,1900.0,2003,chevrolet impala,excellent,6,gas,95000.0,automatic,sedan,blue,2018-10-19,30
18188,6950.0,2015,kia soul,good,4,gas,118000.0,automatic,wagon,green,2018-12-28,7
18189,5697.0,2009,toyota camry,excellent,4,gas,106274.11,automatic,sedan,blue,2018-06-06,37
18190,5000.0,2004,chevrolet suburban,good,8,gas,181000.0,automatic,SUV,brown,2019-02-11,36
18191,2800.0,2003,subaru forester,excellent,4,gas,107234.0,automatic,sedan,silver,2018-06-08,36
18192,3900.0,2004,honda accord,excellent,4,gas,85235.0,automatic,sedan,grey,2018-10-10,57
18193,4450.0,2010,toyota prius,good,4,gas,130245.0,automatic,sedan,red,2019-03-30,163
18194,5895.0,2008,honda cr-v,good,4,gas,133920.0,automatic,SUV,white,2018-07-17,24
18195,4900.0,2003,toyota 4runner,good,8,gas,205000.0,automatic,SUV,black,2018-06-14,26
18196,800.0,2003,honda accord,fair,4,gas,182152.0,automatic,sedan,brown,2019-03-15,30
18197,3200.0,2009,chevrolet impala,good,6,gas,180000.0,automatic,sedan,red,2018-09-25,195
18198,16995.0,2015,toyota camry,excellent,4,gas,35946.0,automatic,sedan,blue,2018-05-20,69
18199,4195.0,2001,ford f-250 sd,good,8,gas,190270.0,manual,truck,white,2018-09-27,44
18200,4000.0,2002,chevrolet silverado,excellent,8,gas,183000.0,automatic,pickup,white,2018-12-06,47
18201,3195.0,2009,ford f-150,good,8,gas,254249.0,automatic,truck,yellow,2018-10-13,20
18202,3495.0,2000,honda accord,excellent,4,gas,177000.0,automatic,sedan,brown,2019-03-18,29
18203,2995.0,2002,subaru outback,good,4,gas,171000.0,automatic,wagon,green,2018-09-19,65
18204,3690.0,2009,nissan versa,like new,4,gas,78822.49,automatic,sedan,grey,2018-10-31,62
18205,4000.0,2004,toyota tacoma,good,4,gas,132700.0,automatic,pickup,red,2018-09-21,31
18206,6800.0,2010,nissan rogue,good,4,gas,108323.0,automatic,hatchback,black,2018-11-28,11
18207,19999.0,2015,ford mustang,good,8,gas,130043.055,automatic,coupe,white,2018-09-27,58
18208,6999.0,2013,dodge charger,like new,6,gas,103.0,automatic,sedan,black,2018-11-19,25
18209,3500.0,1999,chevrolet silverado 1500,good,8,gas,190.0,automatic,truck,white,2018-08-21,23
